Tree	Validity	Type	Sequence_MA	Sequence_MM	Sequence_AD	Sequence_MU	Shape
ENSGT00390000009734	valid	1	APAMA00000015373	APAMM00000014511	APAAD00000011750	TRAMU00000001124	(MA,(MM,(AD,MU)));
ENSGT00390000009734	valid	1	APAMA00000015379	APAMM00000014522	APAAD00000011754	APAMU00000012485	(MA,(MM,(AD,MU)));
ENSGT00390000009734	valid	1	APAMA00000015380	TRAMM00000007521	APAAD00000011751	APAMU00000012478	(MA,(MM,(AD,MU)));
ENSGT00550000075099	valid	1	APAMA00000025234	APAMM00000023969	APAAD00000019292	APAMU00000020634	(MA,(MM,(AD,MU)));
ENSGT00390000015035	valid	1	TRAMA00000012530	APAMM00000023577	APAAD00000018976	APAMU00000020304	(MA,(MM,(AD,MU)));
ENSGT00530000063192	valid	1	APAMA00000042037	APAMM00000039921	APAAD00000032211	APAMU00000034492	(MA,(MM,(AD,MU)));
ENSGT00530000063192	valid	1	TRAMA00000021795	TRAMM00000020982	APAAD00000032217	APAMU00000034491	(MA,(MM,(AD,MU)));
ENSGT00530000063192	valid	1	APAMA00000042038	TRAMM00000020981	APAAD00000032212	APAMU00000034494	(MA,(MM,(AD,MU)));
ENSGT00530000063192	valid	1	APAMA00000042039	APAMM00000039922	APAAD00000032213	APAMU00000034493	(MA,(MM,(AD,MU)));
ENSGT00390000009426	valid	1	TRAMA00000027515	APAMM00000050692	APAAD00000040826	TRAMU00000025490	(MA,(MM,(AD,MU)));
ENSGT00500000044920	valid	1	APAMA00000001371	TRAMM00000000686	APAAD00000001074	APAMU00000001161	(MA,(MM,(AD,MU)));
ENSGT00390000015634	valid	1	APAMA00000030539	TRAMM00000015004	APAAD00000023270	APAMU00000024978	(MA,(MM,(AD,MU)));
ENSGT00390000010767	valid	1	TRAMA00000025063	TRAMM00000024114	APAAD00000036938	APAMU00000039613	(MA,(MM,(AD,MU)));
ENSGT00390000009937	valid	1	APAMA00000031341	APAMM00000029718	APAAD00000023880	APAMU00000025671	(MA,(MM,(AD,MU)));
ENSGT00550000074574	valid	1	APAMA00000022060	APAMM00000020894	APAAD00000016824	APAMU00000018091	(MA,(MM,(AD,MU)));
ENSGT00550000074574	valid	1	APAMA00000022055	APAMM00000020875	APAAD00000016825	APAMU00000018097	(MA,(MM,(AD,MU)));
ENSGT00550000074574	valid	1	APAMA00000022051	TRAMM00000010737	TRAAD00000009406	APAMU00000018098	(MA,(MM,(AD,MU)));
ENSGT00550000074574	valid	1	APAMA00000022061	APAMM00000020874	APAAD00000016826	APAMU00000018088	(MA,(MM,(AD,MU)));
ENSGT00550000074574	valid	1	APAMA00000022040	TRAMM00000010735	APAAD00000016830	APAMU00000018092	(MA,(MM,(AD,MU)));
ENSGT00390000013879	valid	1	APAMA00000066895	APAMM00000064049	APAAD00000051658	APAMU00000055340	(MA,(MM,(AD,MU)));
ENSGT00390000006619	valid	1	APAMA00000057476	TRAMM00000028674	APAAD00000044395	APAMU00000047506	(MA,(MM,(AD,MU)));
ENSGT00530000063517	valid	1	TRAMA00000026580	APAMM00000008090	APAAD00000006492	APAMU00000006993	(MA,(MM,(AD,MU)));
ENSGT00530000063517	valid	1	APAMA00000008390	APAMM00000008091	TRAAD00000003724	APAMU00000006991	(MA,(MM,(AD,MU)));
ENSGT00390000018761	valid	1	APAMA00000031354	TRAMM00000015484	APAAD00000023887	TRAMU00000014971	(MA,(MM,(AD,MU)));
ENSGT00530000063412	valid	1	APAMA00000062694	APAMM00000060071	APAAD00000048631	APAMU00000051944	(MA,(MM,(AD,MU)));
ENSGT00530000063412	valid	1	APAMA00000062690	APAMM00000060082	APAAD00000048645	APAMU00000051948	(MA,(MM,(AD,MU)));
ENSGT00730000111055	valid	1	APAMA00000047020	APAMM00000044825	APAAD00000036100	APAMU00000038708	(MA,(MM,(AD,MU)));
ENSGT00390000016264	valid	1	APAMA00000038426	APAMM00000036424	APAAD00000029418	APAMU00000031494	(MA,(MM,(AD,MU)));
ENSGT00390000013749	valid	1	APAMA00000058683	APAMM00000056172	APAAD00000045354	APAMU00000048550	(MA,(MM,(AD,MU)));
ENSGT00410000025882	valid	1	APAMA00000066289	APAMM00000063473	APAAD00000051221	APAMU00000054884	(MA,(MM,(AD,MU)));
ENSGT00390000013228	valid	1	APAMA00000046264	APAMM00000044027	APAAD00000035470	APAMU00000038088	(MA,(MM,(AD,MU)));
ENSGT00390000006009	valid	1	APAMA00000012479	APAMM00000011844	TRAAD00000005384	APAMU00000010304	(MA,(MM,(AD,MU)));
ENSGT00490000043434	valid	1	APAMA00000065403	APAMM00000062596	APAAD00000050538	APAMU00000054130	(MA,(MM,(AD,MU)));
ENSGT00390000009223	valid	1	TRAMA00000011275	APAMM00000021243	APAAD00000017107	TRAMU00000010511	(MA,(MM,(AD,MU)));
ENSGT00390000009223	valid	1	APAMA00000022385	APAMM00000021241	APAAD00000017109	APAMU00000018405	(MA,(MM,(AD,MU)));
ENSGT00390000010698	valid	1	APAMA00000063014	TRAMM00000031514	APAAD00000048870	TRAMU00000030441	(MA,(MM,(AD,MU)));
ENSGT00390000011228	valid	-1	APAMA00000024609	APAMM00000023370	APAAD00000018831	APAMU00000020152	(MA,(AD,(MM,MU)));
ENSGT00390000011228	valid	1	APAMA00000024607	APAMM00000023372	APAAD00000018830	APAMU00000020154	(MA,(MM,(AD,MU)));
ENSGT00390000017528	valid	1	APAMA00000061743	APAMM00000059147	APAAD00000047867	APAMU00000051130	(MA,(MM,(AD,MU)));
ENSGT00390000016895	valid	1	APAMA00000022192	APAMM00000021044	APAAD00000016947	APAMU00000018222	(MA,(MM,(AD,MU)));
ENSGT00530000063261	valid	1	APAMA00000046849	APAMM00000044607	TRAAD00000020563	APAMU00000038567	(MA,(MM,(AD,MU)));
ENSGT00530000063261	valid	1	TRAMA00000024429	APAMM00000044622	APAAD00000035931	APAMU00000038573	(MA,(MM,(AD,MU)));
ENSGT00530000063261	valid	1	APAMA00000046845	APAMM00000044614	TRAAD00000020572	APAMU00000038560	(MA,(MM,(AD,MU)));
ENSGT00440000034605	valid	1	APAMA00000066394	APAMM00000063567	APAAD00000051304	APAMU00000054965	(MA,(MM,(AD,MU)));
ENSGT00390000015438	valid	1	APAMA00000066570	TRAMM00000033197	APAAD00000051427	APAMU00000055091	(MA,(MM,(AD,MU)));
ENSGT00570000079224	valid	1	APAMA00000018298	APAMM00000017306	APAAD00000013985	APAMU00000014948	(MA,(MM,(AD,MU)));
ENSGT00640000091487	valid	1	APAMA00000044499	APAMM00000042404	APAAD00000034133	APAMU00000036538	(MA,(MM,(AD,MU)));
ENSGT00390000007364	valid	1	APAMA00000049141	APAMM00000046902	TRAAD00000021513	APAMU00000040460	(MA,(MM,(AD,MU)));
ENSGT00390000013594	valid	1	APAMA00000018027	APAMM00000017029	TRAAD00000007670	APAMU00000014674	(MA,(MM,(AD,MU)));
ENSGT00390000002866	valid	1	APAMA00000000994	APAMM00000001008	APAAD00000000796	APAMU00000000859	(MA,(MM,(AD,MU)));
ENSGT00390000002866	valid	1	TRAMA00000000469	APAMM00000001001	APAAD00000000800	APAMU00000000861	(MA,(MM,(AD,MU)));
ENSGT00530000063337	valid	1	APAMA00000062055	APAMM00000059418	TRAAD00000027144	TRAMU00000029981	(MA,(MM,(AD,MU)));
ENSGT00530000063337	valid	1	APAMA00000062047	TRAMM00000031019	APAAD00000048104	APAMU00000051400	(MA,(MM,(AD,MU)));
ENSGT00490000043432	valid	1	APAMA00000058134	APAMM00000055605	APAAD00000044910	APAMU00000048092	(MA,(MM,(AD,MU)));
ENSGT00390000008314	valid	1	APAMA00000052482	APAMM00000050194	TRAAD00000022946	APAMU00000043289	(MA,(MM,(AD,MU)));
ENSGT00730000111188	valid	1	APAMA00000024755	TRAMM00000012113	APAAD00000018931	TRAMU00000011629	(MA,(MM,(AD,MU)));
ENSGT00550000074853	valid	1	APAMA00000042941	APAMM00000040780	TRAAD00000018680	APAMU00000035224	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001307	APAMM00000001338	APAAD00000001019	APAMU00000001124	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001316	APAMM00000001318	TRAAD00000000584	APAMU00000001103	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001312	APAMM00000001333	APAAD00000001020	APAMU00000001098	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001320	APAMM00000001332	APAAD00000001032	APAMU00000001120	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001304	APAMM00000001314	APAAD00000001035	APAMU00000001097	(MA,(MM,(AD,MU)));
ENSGT00550000074359	valid	1	APAMA00000001309	APAMM00000001323	TRAAD00000000585	TRAMU00000000610	(MA,(MM,(AD,MU)));
ENSGT00390000006465	valid	1	APAMA00000062509	APAMM00000059896	APAAD00000048487	APAMU00000051795	(MA,(MM,(AD,MU)));
ENSGT00390000009368	valid	1	APAMA00000027915	TRAMM00000013610	APAAD00000021245	APAMU00000022830	(MA,(MM,(AD,MU)));
ENSGT00500000044959	valid	1	APAMA00000058693	APAMM00000056177	APAAD00000045359	APAMU00000048556	(MA,(MM,(AD,MU)));
ENSGT00390000013419	valid	1	APAMA00000039894	APAMM00000037898	APAAD00000030534	APAMU00000032734	(MA,(MM,(AD,MU)));
ENSGT00390000009109	valid	1	APAMA00000044613	APAMM00000042524	APAAD00000034231	APAMU00000036665	(MA,(MM,(AD,MU)));
ENSGT00390000008892	valid	1	APAMA00000041330	TRAMM00000020701	APAAD00000031668	APAMU00000033913	(MA,(MM,(AD,MU)));
ENSGT00390000016462	valid	1	APAMA00000022942	APAMM00000021841	APAAD00000017490	APAMU00000018821	(MA,(MM,(AD,MU)));
ENSGT00390000016462	valid	1	TRAMA00000011520	APAMM00000021857	TRAAD00000009806	APAMU00000018834	(MA,(MM,(AD,MU)));
ENSGT00390000016462	valid	1	APAMA00000022947	APAMM00000021851	APAAD00000017496	APAMU00000018829	(MA,(MM,(AD,MU)));
ENSGT00390000005535	valid	1	APAMA00000026756	TRAMM00000013059	APAAD00000020330	APAMU00000021851	(MA,(MM,(AD,MU)));
ENSGT00390000001231	valid	1	APAMA00000016724	APAMM00000015833	APAAD00000012754	APAMU00000013574	(MA,(MM,(AD,MU)));
ENSGT00530000063758	valid	1	APAMA00000010966	APAMM00000010456	APAAD00000008473	APAMU00000009120	(MA,(MM,(AD,MU)));
ENSGT00530000063758	valid	1	APAMA00000010972	TRAMM00000005407	APAAD00000008481	APAMU00000009121	(MA,(MM,(AD,MU)));
ENSGT00390000012473	valid	1	APAMA00000029234	APAMM00000027708	APAAD00000022285	TRAMU00000013940	(MA,(MM,(AD,MU)));
ENSGT00390000012473	valid	1	APAMA00000029237	APAMM00000027711	APAAD00000022289	APAMU00000023894	(MA,(MM,(AD,MU)));
ENSGT00390000006387	valid	1	APAMA00000061647	TRAMM00000030824	APAAD00000047786	APAMU00000051043	(MA,(MM,(AD,MU)));
ENSGT00530000064210	valid	1	APAMA00000018161	APAMM00000017159	APAAD00000013863	APAMU00000014793	(MA,(MM,(AD,MU)));
ENSGT00390000001546	valid	1	APAMA00000007151	APAMM00000006944	APAAD00000005529	APAMU00000005913	(MA,(MM,(AD,MU)));
ENSGT00390000010778	valid	1	APAMA00000016933	TRAMM00000008272	APAAD00000012908	APAMU00000013743	(MA,(MM,(AD,MU)));
ENSGT00390000009387	valid	1	APAMA00000025958	APAMM00000024592	APAAD00000019784	APAMU00000021229	(MA,(MM,(AD,MU)));
ENSGT00550000074884	valid	1	APAMA00000003829	APAMM00000003733	APAAD00000003083	APAMU00000003147	(MA,(MM,(AD,MU)));
ENSGT00530000063944	valid	1	APAMA00000004783	APAMM00000004669	APAAD00000003798	APAMU00000003962	(MA,(MM,(AD,MU)));
ENSGT00530000064134	valid	1	APAMA00000032988	APAMM00000031324	APAAD00000025209	TRAMU00000015791	(MA,(MM,(AD,MU)));
ENSGT00390000006591	valid	1	APAMA00000017448	APAMM00000016486	APAAD00000013285	APAMU00000014175	(MA,(MM,(AD,MU)));
ENSGT00390000010017	valid	1	APAMA00000036957	APAMM00000035049	APAAD00000028256	APAMU00000030303	(MA,(MM,(AD,MU)));
ENSGT00390000015714	valid	1	APAMA00000021155	TRAMM00000010421	APAAD00000016064	APAMU00000017349	(MA,(MM,(AD,MU)));
ENSGT00710000106841	valid	1	APAMA00000000545	APAMM00000000557	APAAD00000000411	APAMU00000000467	(MA,(MM,(AD,MU)));
ENSGT00390000014300	valid	1	APAMA00000028573	APAMM00000027099	APAAD00000021787	TRAMU00000013642	(MA,(MM,(AD,MU)));
ENSGT00390000016789	valid	1	APAMA00000014149	APAMM00000013337	APAAD00000010821	APAMU00000011561	(MA,(MM,(AD,MU)));
ENSGT00450000040326	valid	1	APAMA00000022915	APAMM00000021809	TRAAD00000009789	APAMU00000018802	(MA,(MM,(AD,MU)));
ENSGT00390000009873	valid	1	APAMA00000018640	APAMM00000017690	APAAD00000014274	APAMU00000015279	(MA,(MM,(AD,MU)));
ENSGT00390000001566	valid	1	TRAMA00000030341	TRAMM00000024195	APAAD00000045089	TRAMU00000004829	(MA,(MM,(AD,MU)));
ENSGT00440000037833	valid	1	APAMA00000051429	APAMM00000049128	APAAD00000039564	APAMU00000042397	(MA,(MM,(AD,MU)));
ENSGT00440000037833	valid	1	APAMA00000051425	APAMM00000049129	APAAD00000039565	APAMU00000042396	(MA,(MM,(AD,MU)));
ENSGT00390000006098	valid	1	APAMA00000054545	APAMM00000052199	TRAAD00000023832	APAMU00000045054	(MA,(MM,(AD,MU)));
ENSGT00390000009189	valid	1	APAMA00000022177	APAMM00000021034	APAAD00000016936	APAMU00000018211	(MA,(MM,(AD,MU)));
ENSGT00390000007890	valid	1	APAMA00000001240	APAMM00000001232	APAAD00000000963	TRAMU00000000532	(MA,(MM,(AD,MU)));
ENSGT00390000014757	valid	1	APAMA00000041224	APAMM00000039145	TRAAD00000017895	TRAMU00000019700	(MA,(MM,(AD,MU)));
ENSGT00390000001400	valid	1	APAMA00000025935	APAMM00000024571	APAAD00000019760	APAMU00000021214	(MA,(MM,(AD,MU)));
ENSGT00390000001724	valid	1	APAMA00000006886	APAMM00000006731	APAAD00000005382	APAMU00000005755	(MA,(MM,(AD,MU)));
ENSGT00890000139397	valid	1	APAMA00000007843	APAMM00000007588	APAAD00000006088	APAMU00000006553	(MA,(MM,(AD,MU)));
ENSGT00890000139397	valid	1	APAMA00000007849	APAMM00000007597	APAAD00000006094	APAMU00000006557	(MA,(MM,(AD,MU)));
ENSGT00890000139397	valid	1	TRAMA00000003925	APAMM00000007600	APAAD00000006093	APAMU00000006561	(MA,(MM,(AD,MU)));
ENSGT00420000029723	valid	1	APAMA00000062393	APAMM00000059790	APAAD00000048405	APAMU00000051711	(MA,(MM,(AD,MU)));
ENSGT00390000005708	valid	1	TRAMA00000015369	APAMM00000026515	APAAD00000021322	APAMU00000022895	(MA,(MM,(AD,MU)));
ENSGT00390000010054	valid	1	TRAMA00000011999	APAMM00000022663	APAAD00000018211	TRAMU00000011198	(MA,(MM,(AD,MU)));
ENSGT00390000010054	valid	1	APAMA00000023837	APAMM00000022669	TRAAD00000010241	APAMU00000019480	(MA,(MM,(AD,MU)));
ENSGT00390000003866	valid	1	APAMA00000062067	TRAMM00000031037	APAAD00000048120	APAMU00000051410	(MA,(MM,(AD,MU)));
ENSGT00630000089942	valid	1	APAMA00000056755	APAMM00000054299	APAAD00000043863	APAMU00000046926	(MA,(MM,(AD,MU)));
ENSGT00390000005213	valid	1	TRAMA00000000733	APAMM00000001535	APAAD00000001205	APAMU00000001289	(MA,(MM,(AD,MU)));
ENSGT00390000006835	valid	1	APAMA00000065504	APAMM00000062709	APAAD00000050621	APAMU00000054226	(MA,(MM,(AD,MU)));
ENSGT00390000015466	valid	1	APAMA00000038546	TRAMM00000019288	APAAD00000029497	APAMU00000031606	(MA,(MM,(AD,MU)));
ENSGT00390000015360	valid	1	APAMA00000044474	APAMM00000042382	APAAD00000034108	APAMU00000036513	(MA,(MM,(AD,MU)));
ENSGT00510000048520	valid	1	APAMA00000032726	APAMM00000031017	APAAD00000024983	APAMU00000026817	(MA,(MM,(AD,MU)));
ENSGT00640000091563	valid	1	APAMA00000027634	APAMM00000026153	APAAD00000021036	APAMU00000022620	(MA,(MM,(AD,MU)));
ENSGT00610000086191	valid	1	TRAMA00000000545	APAMM00000001202	APAAD00000000938	APAMU00000001007	(MA,(MM,(AD,MU)));
ENSGT00390000006867	valid	1	APAMA00000028659	APAMM00000027206	APAAD00000021875	APAMU00000023439	(MA,(MM,(AD,MU)));
ENSGT00390000015583	valid	1	APAMA00000026708	APAMM00000025232	APAAD00000020298	APAMU00000021812	(MA,(MM,(AD,MU)));
ENSGT00730000111209	valid	1	APAMA00000051785	TRAMM00000027015	TRAAD00000023639	APAMU00000042729	(MA,(MM,(AD,MU)));
ENSGT00390000000709	valid	1	APAMA00000008663	APAMM00000008332	APAAD00000006661	APAMU00000007202	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	APAMA00000014321	APAMM00000013511	APAAD00000010968	APAMU00000011698	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	APAMA00000014330	APAMM00000013522	TRAAD00000020534	APAMU00000011714	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	TRAMA00000024396	APAMM00000013518	APAAD00000010978	APAMU00000011703	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	APAMA00000014320	APAMM00000013504	APAAD00000010959	APAMU00000011692	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	TRAMA00000024391	APAMM00000013500	APAAD00000010963	TRAMU00000022599	(MA,(MM,(AD,MU)));
ENSGT00730000110272	valid	1	APAMA00000014309	APAMM00000013497	APAAD00000010981	APAMU00000011716	(MA,(MM,(AD,MU)));
ENSGT00390000013843	valid	1	APAMA00000036616	TRAMM00000018184	APAAD00000028003	APAMU00000029998	(MA,(MM,(AD,MU)));
ENSGT00390000013843	valid	1	APAMA00000036618	APAMM00000034732	APAAD00000028004	APAMU00000029999	(MA,(MM,(AD,MU)));
ENSGT00530000063069	valid	1	APAMA00000064460	APAMM00000061685	APAAD00000049825	APAMU00000053334	(MA,(MM,(AD,MU)));
ENSGT00530000063069	valid	1	APAMA00000064469	APAMM00000061677	APAAD00000049826	APAMU00000053323	(MA,(MM,(AD,MU)));
ENSGT00530000063069	valid	1	APAMA00000064465	TRAMM00000032151	APAAD00000049833	APAMU00000053328	(MA,(MM,(AD,MU)));
ENSGT00390000004067	valid	1	APAMA00000047409	APAMM00000045196	APAAD00000036394	APAMU00000039020	(MA,(MM,(AD,MU)));
ENSGT00390000010687	valid	1	APAMA00000028471	APAMM00000026996	TRAAD00000012309	APAMU00000023288	(MA,(MM,(AD,MU)));
ENSGT00390000010309	valid	1	APAMA00000014724	APAMM00000013908	APAAD00000011274	APAMU00000012018	(MA,(MM,(AD,MU)));
ENSGT00880000138068	valid	1	APAMA00000032945	APAMM00000031272	APAAD00000025175	APAMU00000026996	(MA,(MM,(AD,MU)));
ENSGT00390000017024	valid	1	APAMA00000029254	APAMM00000027717	APAAD00000022299	APAMU00000023916	(MA,(MM,(AD,MU)));
ENSGT00730000111130	valid	1	TRAMA00000000144	APAMM00000000352	APAAD00000000261	APAMU00000000269	(MA,(MM,(AD,MU)));
ENSGT00730000111315	valid	1	APAMA00000002876	APAMM00000002825	APAAD00000002319	APAMU00000002339	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059006	APAMM00000056508	APAAD00000045653	APAMU00000048845	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059012	APAMM00000056531	APAAD00000045662	TRAMU00000028451	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059015	APAMM00000056534	APAAD00000045654	APAMU00000048858	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059023	APAMM00000056515	APAAD00000045669	APAMU00000048865	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059016	APAMM00000056511	APAAD00000045658	APAMU00000048851	(MA,(MM,(AD,MU)));
ENSGT00550000074546	valid	1	APAMA00000059019	APAMM00000056513	APAAD00000045659	APAMU00000048857	(MA,(MM,(AD,MU)));
ENSGT00510000049371	valid	1	APAMA00000010422	TRAMM00000005175	APAAD00000008069	APAMU00000008693	(MA,(MM,(AD,MU)));
ENSGT00390000006207	valid	1	TRAMA00000009711	APAMM00000018454	APAAD00000014920	APAMU00000016021	(MA,(MM,(AD,MU)));
ENSGT00390000009871	valid	1	TRAMA00000009317	APAMM00000017683	APAAD00000014267	APAMU00000015272	(MA,(MM,(AD,MU)));
ENSGT00390000003560	valid	1	APAMA00000038186	APAMM00000036160	APAAD00000029204	APAMU00000031297	(MA,(MM,(AD,MU)));
ENSGT00530000063695	valid	1	APAMA00000058651	APAMM00000056143	APAAD00000045324	TRAMU00000029428	(MA,(MM,(AD,MU)));
ENSGT00530000063695	valid	1	APAMA00000058655	APAMM00000056139	TRAAD00000026649	APAMU00000048525	(MA,(MM,(AD,MU)));
ENSGT00390000016438	valid	1	APAMA00000041800	APAMM00000039703	APAAD00000032022	APAMU00000034315	(MA,(MM,(AD,MU)));
ENSGT00390000017898	valid	1	APAMA00000005897	APAMM00000005705	APAAD00000004582	APAMU00000004896	(MA,(MM,(AD,MU)));
ENSGT00530000063044	valid	1	APAMA00000062468	APAMM00000059843	APAAD00000048438	APAMU00000051753	(MA,(MM,(AD,MU)));
ENSGT00530000063044	valid	1	APAMA00000062460	APAMM00000059840	APAAD00000048439	APAMU00000051751	(MA,(MM,(AD,MU)));
ENSGT00530000063044	valid	1	APAMA00000062464	APAMM00000059847	TRAAD00000027342	APAMU00000051758	(MA,(MM,(AD,MU)));
ENSGT00530000063044	valid	1	TRAMA00000034413	APAMM00000059852	APAAD00000048443	APAMU00000051748	(MA,(MM,(AD,MU)));
ENSGT00390000012322	valid	1	APAMA00000007404	APAMM00000007202	APAAD00000005764	APAMU00000006174	(MA,(MM,(AD,MU)));
ENSGT00390000010554	valid	1	APAMA00000049475	APAMM00000047238	APAAD00000038017	APAMU00000040767	(MA,(MM,(AD,MU)));
ENSGT00730000111190	valid	1	APAMA00000012751	APAMM00000012095	APAAD00000009804	APAMU00000010519	(MA,(MM,(AD,MU)));
ENSGT00390000012785	valid	1	TRAMA00000022267	APAMM00000040733	APAAD00000032897	APAMU00000035187	(MA,(MM,(AD,MU)));
ENSGT00730000110884	valid	1	APAMA00000015207	APAMM00000014330	APAAD00000011590	TRAMU00000007191	(MA,(MM,(AD,MU)));
ENSGT00730000110884	valid	1	APAMA00000015208	TRAMM00000007431	APAAD00000011591	APAMU00000012331	(MA,(MM,(AD,MU)));
ENSGT00390000006429	valid	1	APAMA00000058872	APAMM00000056361	APAAD00000045515	APAMU00000048723	(MA,(MM,(AD,MU)));
ENSGT00390000006429	valid	1	APAMA00000058868	APAMM00000056360	APAAD00000045516	TRAMU00000028375	(MA,(MM,(AD,MU)));
ENSGT00890000139493	valid	1	APAMA00000008428	APAMM00000008119	APAAD00000006516	TRAMU00000004211	(MA,(MM,(AD,MU)));
ENSGT00390000004872	valid	1	APAMA00000031661	APAMM00000030015	APAAD00000024129	APAMU00000025926	(MA,(MM,(AD,MU)));
ENSGT00390000001523	valid	1	APAMA00000004642	TRAMM00000002413	APAAD00000003680	APAMU00000003841	(MA,(MM,(AD,MU)));
ENSGT00390000008805	valid	1	APAMA00000067014	APAMM00000064193	APAAD00000051764	APAMU00000055478	(MA,(MM,(AD,MU)));
ENSGT00390000008805	valid	1	APAMA00000067009	APAMM00000064184	TRAAD00000029183	APAMU00000055472	(MA,(MM,(AD,MU)));
ENSGT00400000022055	valid	1	APAMA00000044733	TRAMM00000020228	APAAD00000034348	APAMU00000036785	(MA,(MM,(AD,MU)));
ENSGT00400000022055	valid	1	TRAMA00000021013	APAMM00000042652	APAAD00000034352	APAMU00000036777	(MA,(MM,(AD,MU)));
ENSGT00390000000577	valid	1	APAMA00000048223	TRAMM00000024164	APAAD00000037025	APAMU00000039713	(MA,(MM,(AD,MU)));
ENSGT00390000014635	valid	-1	APAMA00000022384	APAMM00000021238	APAAD00000017101	APAMU00000018396	(MU,(MA,(AD,MM)));
ENSGT00390000002793	valid	1	APAMA00000034706	APAMM00000032901	APAAD00000026548	APAMU00000028346	(MA,(MM,(AD,MU)));
ENSGT00510000047967	valid	1	TRAMA00000013529	APAMM00000025145	APAAD00000020223	TRAMU00000012548	(MA,(MM,(AD,MU)));
ENSGT00550000075029	valid	1	APAMA00000003027	TRAMM00000001658	APAAD00000002418	APAMU00000002464	(MA,(MM,(AD,MU)));
ENSGT00390000003197	valid	1	APAMA00000044122	APAMM00000042026	APAAD00000033832	APAMU00000036212	(MA,(MM,(AD,MU)));
ENSGT00840000129842	valid	-1	APAMA00000007306	APAMM00000007101	APAAD00000005658	TRAMU00000003600	(MU,(MA,(AD,MM)));
ENSGT00840000129842	valid	1	APAMA00000007304	APAMM00000007102	APAAD00000005659	APAMU00000006075	(MA,(MM,(AD,MU)));
ENSGT00510000046929	valid	1	APAMA00000018308	TRAMM00000008994	APAAD00000013987	APAMU00000014951	(MA,(MM,(AD,MU)));
ENSGT00510000046929	valid	1	APAMA00000018304	APAMM00000017309	APAAD00000013991	APAMU00000014949	(MA,(MM,(AD,MU)));
ENSGT00510000047272	valid	1	APAMA00000016327	APAMM00000015428	APAAD00000012448	APAMU00000013262	(MA,(MM,(AD,MU)));
ENSGT00390000011355	valid	1	APAMA00000029505	TRAMM00000024875	TRAAD00000021622	APAMU00000024132	(MA,(MM,(AD,MU)));
ENSGT00390000007547	valid	1	APAMA00000008673	APAMM00000008343	TRAAD00000003836	APAMU00000007208	(MA,(MM,(AD,MU)));
ENSGT00510000048978	valid	1	APAMA00000048099	TRAMM00000024112	APAAD00000036934	APAMU00000039606	(MA,(MM,(AD,MU)));
ENSGT00530000063572	valid	1	TRAMA00000003038	APAMM00000005781	APAAD00000004657	TRAMU00000003016	(MA,(MM,(AD,MU)));
ENSGT00530000063572	valid	1	APAMA00000005980	APAMM00000005784	TRAAD00000002658	APAMU00000004974	(MA,(MM,(AD,MU)));
ENSGT00390000017432	valid	1	TRAMA00000032241	TRAMM00000030943	APAAD00000047928	APAMU00000051226	(MA,(MM,(AD,MU)));
ENSGT00860000133818	valid	1	APAMA00000062484	APAMM00000059872	TRAAD00000028955	APAMU00000051776	(MA,(MM,(AD,MU)));
